KEY_COM_RADIO_WHOLE_DEC	COM_RADIO_WHOLE_DEC	Decrements COM by one MHz	All aircraft
KEY_COM_RADIO_WHOLE_INC	COM_RADIO_WHOLE_INC	Increments COM by one MHz	All aircraft
KEY_COM_RADIO_FRACT_DEC	COM_RADIO_FRACT_DEC	Decrements COM by 25 KHz	All aircraft
KEY_COM_RADIO_FRACT_INC	COM_RADIO_FRACT_INC	Increments COM by 25 KHz	All aircraft
KEY_NAV1_RADIO_WHOLE_DEC	NAV1_RADIO_WHOLE_DEC	Decrements Nav 1 by one MHz	Shared Cockpit
KEY_NAV1_RADIO_WHOLE_INC	NAV1_RADIO_WHOLE_INC	Increments Nav 1 by one MHz	Shared Cockpit
KEY_NAV1_RADIO_FRACT_DEC	NAV1_RADIO_FRACT_DEC	Decrements Nav 1 by 25 KHz	Shared Cockpit
KEY_NAV1_RADIO_FRACT_INC	NAV1_RADIO_FRACT_INC	Increments Nav 1 by 25 KHz	Shared Cockpit
KEY_NAV2_RADIO_WHOLE_DEC	NAV2_RADIO_WHOLE_DEC	Decrements Nav 2 by one MHz	Shared Cockpit
KEY_NAV2_RADIO_WHOLE_INC	NAV2_RADIO_WHOLE_INC	Increments Nav 2 by one MHz	Shared Cockpit
KEY_NAV2_RADIO_FRACT_DEC	NAV2_RADIO_FRACT_DEC	Decrements Nav 2 by 25 KHz	Shared Cockpit
KEY_NAV2_RADIO_FRACT_INC	NAV2_RADIO_FRACT_INC	Increments Nav 2 by 25 KHz	Shared Cockpit
KEY_ADF_100_INC	ADF_100_INC	Increments ADF by 100 KHz	Shared Cockpit
KEY_ADF_10_INC	ADF_10_INC	Increments ADF by 10 KHz	Shared Cockpit
KEY_ADF_1_INC	ADF_1_INC	Increments ADF by 1 KHz	Shared Cockpit
KEY_XPNDR_1000_INC	XPNDR_1000_INC	Increments first digit of transponder	Shared Cockpit
KEY_XPNDR_100_INC	XPNDR_100_INC	Increments second digit of transponder	Shared Cockpit
KEY_XPNDR_10_INC	XPNDR_10_INC	Increments third digit of transponder	Shared Cockpit
KEY_XPNDR_1_INC	XPNDR_1_INC	Increments fourth digit of transponder	Shared Cockpit
KEY_VOR1_OBI_DEC	VOR1_OBI_DEC	Decrements the VOR 1 OBS setting	Shared Cockpit
KEY_VOR1_OBI_INC	VOR1_OBI_INC	Increments the VOR 1 OBS setting	Shared Cockpit
KEY_VOR2_OBI_DEC	VOR2_OBI_DEC	Decrements the VOR 2 OBS setting	Shared Cockpit
KEY_VOR2_OBI_INC	VOR2_OBI_INC	Increments the VOR 2 OBS setting	Shared Cockpit
KEY_ADF_100_DEC	ADF_100_DEC	Decrements ADF by 100 KHz	Shared Cockpit
KEY_ADF_10_DEC	ADF_10_DEC	Decrements ADF by 10 KHz	Shared Cockpit
KEY_ADF_1_DEC	ADF_1_DEC	Decrements ADF by 1 KHz	Shared Cockpit
KEY_COM_RADIO_SET	COM_RADIO_SET	Sets COM frequency (BCD Hz)	All aircraft
KEY_NAV1_RADIO_SET	NAV1_RADIO_SET	Sets NAV 1 frequency (BCD Hz)	Shared Cockpit
KEY_NAV2_RADIO_SET	NAV2_RADIO_SET	Sets NAV 2 frequency (BCD Hz)	Shared Cockpit
KEY_ADF_SET	ADF_SET	Sets ADF frequency (BCD Hz)	Shared Cockpit
KEY_XPNDR_SET	XPNDR_SET	Sets transponder code (BCD)	All aircraft
KEY_VOR1_SET	VOR1_SET	Sets OBS 1 (0 to 360)	Shared Cockpit
KEY_VOR2_SET	VOR2_SET	Sets OBS 2 (0 to 360)	Shared Cockpit
KEY_DME1_TOGGLE	DME1_TOGGLE	Sets DME display to Nav 1	Shared Cockpit
KEY_DME2_TOGGLE	DME2_TOGGLE	Sets DME display to Nav 2	Shared Cockpit
KEY_RADIO_VOR1_IDENT_DISABLE	RADIO_VOR1_IDENT_DISABLE	Turns NAV 1 ID off	Shared Cockpit
KEY_RADIO_VOR2_IDENT_DISABLE	RADIO_VOR2_IDENT_DISABLE	Turns NAV 2 ID off	Shared Cockpit
KEY_RADIO_DME1_IDENT_DISABLE	RADIO_DME1_IDENT_DISABLE	Turns DME 1 ID off	Shared Cockpit
KEY_RADIO_DME2_IDENT_DISABLE	RADIO_DME2_IDENT_DISABLE	Turns DME 2 ID off	Shared Cockpit
KEY_RADIO_ADF_IDENT_DISABLE	RADIO_ADF_IDENT_DISABLE	Turns ADF 1 ID off	Shared Cockpit
KEY_RADIO_VOR1_IDENT_ENABLE	RADIO_VOR1_IDENT_ENABLE	Turns NAV 1 ID on	Shared Cockpit
KEY_RADIO_VOR2_IDENT_ENABLE	RADIO_VOR2_IDENT_ENABLE	Turns NAV 2 ID on	Shared Cockpit
KEY_RADIO_DME1_IDENT_ENABLE	RADIO_DME1_IDENT_ENABLE	Turns DME 1 ID on	Shared Cockpit
KEY_RADIO_DME2_IDENT_ENABLE	RADIO_DME2_IDENT_ENABLE	Turns DME 2 ID on	Shared Cockpit
KEY_RADIO_ADF_IDENT_ENABLE	RADIO_ADF_IDENT_ENABLE	Turns ADF 1 ID on	Shared Cockpit
KEY_RADIO_VOR1_IDENT_TOGGLE	RADIO_VOR1_IDENT_TOGGLE	Toggles NAV 1 ID	Shared Cockpit
KEY_RADIO_VOR2_IDENT_TOGGLE	RADIO_VOR2_IDENT_TOGGLE	Toggles NAV 2 ID	Shared Cockpit
KEY_RADIO_DME1_IDENT_TOGGLE	RADIO_DME1_IDENT_TOGGLE	Toggles DME 1 ID	Shared Cockpit
KEY_RADIO_DME2_IDENT_TOGGLE	RADIO_DME2_IDENT_TOGGLE	Toggles DME 2 ID	Shared Cockpit
KEY_RADIO_ADF_IDENT_TOGGLE	RADIO_ADF_IDENT_TOGGLE	Toggles ADF 1 ID	Shared Cockpit
KEY_RADIO_VOR1_IDENT_SET	RADIO_VOR1_IDENT_SET	Sets NAV 1 ID (on/off)	Shared Cockpit
KEY_RADIO_VOR2_IDENT_SET	RADIO_VOR2_IDENT_SET	Sets NAV 2 ID (on/off)	Shared Cockpit
KEY_RADIO_DME1_IDENT_SET	RADIO_DME1_IDENT_SET	Sets DME 1 ID (on/off)	Shared Cockpit
KEY_RADIO_DME2_IDENT_SET	RADIO_DME2_IDENT_SET	Sets DME 2 ID (on/off)	Shared Cockpit
KEY_RADIO_ADF_IDENT_SET	RADIO_ADF_IDENT_SET	Sets ADF 1 ID (on/off)	Shared Cockpit
KEY_ADF_CARD_INC	ADF_CARD_INC	Increments ADF card	Shared Cockpit
KEY_ADF_CARD_DEC	ADF_CARD_DEC	Decrements ADF card	Shared Cockpit
KEY_ADF_CARD_SET	ADF_CARD_SET	Sets ADF card (0-360)	Shared Cockpit
KEY_DME_TOGGLE	TOGGLE_DME	Toggles between NAV 1 and NAV 2	Shared Cockpit
KEY_AVIONICS_MASTER_SET	AVIONICS_MASTER_SET	Sets the avionics master switch	All aircraft
KEY_TOGGLE_AVIONICS_MASTER	TOGGLE_AVIONICS_MASTER	Toggles the avionics master switch	All aircraft
KEY_COM_STBY_RADIO_SET	COM_STBY_RADIO_SET	Sets COM 1 standby frequency (BCD Hz)	All aircraft
KEY_COM_STBY_RADIO_SWITCH_TO, or KEY_COM_RADIO_SWAP	COM_STBY_RADIO_SWAP	Swaps COM 1 frequency with standby	All aircraft
KEY_COM_RADIO_FRACT_DEC_CARRY	COM_RADIO_FRACT_DEC_CARRY	Decrement COM 1 frequency by 25 KHz, and carry when digit wraps	All aircraft
KEY_COM_RADIO_FRACT_INC_CARRY	COM_RADIO_FRACT_INC_CARRY	Increment COM 1 frequency by 25 KHz, and carry when digit wraps	All aircraft
KEY_COM2_RADIO_WHOLE_DEC	COM2_RADIO_WHOLE_DEC	Decrement COM 2 frequency by 1 MHz, with no carry when digit wraps	All aircraft
KEY_COM2_RADIO_WHOLE_INC	COM2_RADIO_WHOLE_INC	Increment COM 2 frequency by 1 MHz, with no carry when digit wraps	All aircraft
KEY_COM2_RADIO_FRACT_DEC	COM2_RADIO_FRACT_DEC	Decrement COM 2 frequency by 25 KHz, with no carry when digit wraps	All aircraft
KEY_COM2_RADIO_FRACT_DEC_CARRY	COM2_RADIO_FRACT_DEC_CARRY	Decrement COM 2 frequency by 25 KHz, and carry when digit wraps	All aircraft
KEY_COM2_RADIO_FRACT_INC	COM2_RADIO_FRACT_INC	Increment COM 2 frequency by 25 KHz, with no carry when digit wraps	All aircraft
KEY_COM2_RADIO_FRACT_INC_CARRY	COM2_RADIO_FRACT_INC_CARRY	Increment COM 2 frequency by 25 KHz, and carry when digit wraps	All aircraft
KEY_COM2_RADIO_SET	COM2_RADIO_SET	Sets COM 2 frequency (BCD Hz)	All aircraft
KEY_COM2_STBY_RADIO_SET	COM2_STBY_RADIO_SET	Sets COM 2 standby frequency (BCD Hz)	All aircraft
KEY_COM2_RADIO_SWAP	COM2_RADIO_SWAP	Swaps COM 2 frequency with standby	All aircraft
KEY_NAV1_RADIO_FRACT_DEC_CARRY	NAV1_RADIO_FRACT_DEC_CARRY	Decrement NAV 1 frequency by 50 KHz, and carry when digit wraps	Shared Cockpit
KEY_NAV1_RADIO_FRACT_INC_CARRY	NAV1_RADIO_FRACT_INC_CARRY	Increment NAV 1 frequency by 50 KHz, and carry when digit wraps	Shared Cockpit
KEY_NAV1_STBY_SET	NAV1_STBY_SET	Sets NAV 1 standby frequency (BCD Hz)	Shared Cockpit
KEY_NAV1_RADIO_SWAP	NAV1_RADIO_SWAP	Swaps NAV 1 frequency with standby	Shared Cockpit
KEY_NAV2_RADIO_FRACT_DEC_CARRY	NAV2_RADIO_FRACT_DEC_CARRY	Decrement NAV 2 frequency by 50 KHz, and carry when digit wraps	Shared Cockpit
KEY_NAV2_RADIO_FRACT_INC_CARRY	NAV2_RADIO_FRACT_INC_CARRY	Increment NAV 2 frequency by 50 KHz, and carry when digit wraps	Shared Cockpit
KEY_NAV2_STBY_SET	NAV2_STBY_SET	Sets NAV 2 standby frequency (BCD Hz)	Shared Cockpit
KEY_NAV2_RADIO_SWAP	NAV2_RADIO_SWAP	Swaps NAV 2 frequency with standby	Shared Cockpit
KEY_ADF1_RADIO_TENTHS_DEC	ADF1_RADIO_TENTHS_DEC	Decrements ADF 1 by 0.1 KHz.	Shared Cockpit
KEY_ADF1_RADIO_TENTHS_INC	ADF1_RADIO_TENTHS_INC	Increments ADF 1 by 0.1 KHz.	Shared Cockpit
KEY_XPNDR_1000_DEC	XPNDR_1000_DEC	Decrements first digit of transponder	Shared Cockpit
KEY_XPNDR_100_DEC	XPNDR_100_DEC	Decrements second digit of transponder	Shared Cockpit
KEY_XPNDR_10_DEC	XPNDR_10_DEC	Decrements third digit of transponder	Shared Cockpit
KEY_XPNDR_1_DEC	XPNDR_1_DEC	Decrements fourth digit of transponder	Shared Cockpit
KEY_XPNDR_DEC_CARRY	XPNDR_DEC_CARRY	Decrements fourth digit of transponder, and with carry.	Shared Cockpit
KEY_XPNDR_INC_CARRY	XPNDR_INC_CARRY	Increments fourth digit of transponder, and with carry.	Shared Cockpit
KEY_ADF_FRACT_DEC_CARRY	ADF_FRACT_DEC_CARRY	Decrements ADF 1 frequency by 0.1 KHz, with carry	Shared Cockpit
KEY_ADF_FRACT_INC_CARRY	ADF_FRACT_INC_CARRY	Increments ADF 1 frequency by 0.1 KHz, with carry	Shared Cockpit
KEY_COM1_TRANSMIT_SELECT	COM1_TRANSMIT_SELECT	Selects COM 1 to transmit	All aircraft
KEY_COM2_TRANSMIT_SELECT	COM2_TRANSMIT_SELECT	Selects COM 2 to transmit	All aircraft
KEY_COM_RECEIVE_ALL_TOGGLE	COM_RECEIVE_ALL_TOGGLE	Toggles all COM radios to receive on	All aircraft
KEY_COM_RECEIVE_ALL_SET	COM_RECEIVE_ALL_SET	Sets whether to receive on all COM radios (1,0)	All aircraft
KEY_MARKER_SOUND_TOGGLE	MARKER_SOUND_TOGGLE	Toggles marker beacon sound on/off	Shared Cockpit
KEY_MARKER_SOUND_SET	Unsupported	Sets marker beacon sound (1, 0)	Shared Cockpit
KEY_ADF_COMPLETE_SET	ADF_COMPLETE_SET	Sets ADF 1 frequency (BCD Hz)	Shared Cockpit
KEY_ADF_WHOLE_INC	ADF1_WHOLE_INC	Increments ADF 1 by 1 KHz, with carry as digits wrap.	Shared Cockpit
KEY_ADF_WHOLE_DEC	ADF1_WHOLE_DEC	Decrements ADF 1 by 1 KHz, with carry as digits wrap.	Shared Cockpit
KEY_ADF2_100_INC	ADF2_100_INC	Increments the ADF 2 frequency 100 digit, with wrapping	Shared Cockpit
KEY_ADF2_10_INC	ADF2_10_INC	Increments the ADF 2 frequency 10 digit, with wrapping	Shared Cockpit
KEY_ADF2_1_INC	ADF2_1_INC	Increments the ADF 2 frequency 1 digit, with wrapping	Shared Cockpit
KEY_ADF2_RADIO_TENTHS_INC	ADF2_RADIO_TENTHS_INC	Increments ADF 2 frequency 1/10 digit, with wrapping	Shared Cockpit
KEY_ADF2_100_DEC	ADF2_100_DEC	Decrements the ADF 2 frequency 100 digit, with wrapping	Shared Cockpit
KEY_ADF2_10_DEC	ADF2_10_DEC	Decrements the ADF 2 frequency 10 digit, with wrapping	Shared Cockpit
KEY_ADF2_1_DEC	ADF2_1_DEC	Decrements the ADF 2 frequency 1 digit, with wrapping	Shared Cockpit
KEY_ADF2_RADIO_TENTHS_DEC	ADF2_RADIO_TENTHS_DEC	Decrements ADF 2 frequency 1/10 digit, with wrapping	Shared Cockpit
KEY_ADF2_WHOLE_INC	ADF2_WHOLE_INC	Increments ADF 2 by 1 KHz, with carry as digits wrap.	Shared Cockpit
KEY_ADF2_WHOLE_DEC	ADF2_WHOLE_DEC	Decrements ADF 2 by 1 KHz, with carry as digits wrap.	Shared Cockpit
KEY_ADF2_FRACT_INC_CARRY	ADF2_FRACT_DEC_CARRY	Decrements ADF 2 frequency by 0.1 KHz, with carry	Shared Cockpit
KEY_ADF2_FRACT_DEC_CARRY	ADF2_FRACT_INC_CARRY	Increments ADF 2 frequency by 0.1 KHz, with carry	Shared Cockpit
KEY_ADF2_COMPLETE_SET	ADF2_COMPLETE_SET	Sets ADF 1 frequency (BCD Hz)	Shared Cockpit
KEY_RADIO_ADF2_IDENT_DISABLE	RADIO_ADF2_IDENT_DISABLE	Turns ADF 2 ID off	Shared Cockpit
KEY_RADIO_ADF2_IDENT_ENABLE	RADIO_ADF2_IDENT_ENABLE	Turns ADF 2 ID on	Shared Cockpit
KEY_RADIO_ADF2_IDENT_TOGGLE	RADIO_ADF2_IDENT_TOGGLE	Toggles ADF 2 ID	Shared Cockpit
KEY_RADIO_ADF2_IDENT_SET	RADIO_ADF2_IDENT_SET	Sets ADF 2 ID on/off (1,0)	Shared Cockpit
KEY_FREQUENCY_SWAP	FREQUENCY_SWAP	Swaps frequency with standby on whichever NAV or COM radio is selected.	Shared Cockpit
KEY_TOGGLE_GPS_DRIVES_NAV1	TOGGLE_GPS_DRIVES_NAV1	Toggles between GPS and NAV 1 driving NAV 1 OBS display (and AP)	Shared Cockpit
KEY_GPS_POWER_BUTTON	GPS_POWER_BUTTON	Toggles power button	Shared Cockpit
KEY_GPS_NEAREST_BUTTON	GPS_NEAREST_BUTTON	Selects Nearest Airport Page	Shared Cockpit
KEY_GPS_OBS_BUTTON	GPS_OBS_BUTTON	Toggles automatic sequencing of waypoints	Shared Cockpit
KEY_GPS_MSG_BUTTON	GPS_MSG_BUTTON	Toggles the Message Page	Shared Cockpit
KEY_GPS_MSG_BUTTON_DOWN	GPS_MSG_BUTTON_DOWN	Triggers the pressing of the message button.	Shared Cockpit
KEY_GPS_MSG_BUTTON_UP	GPS_MSG_BUTTON_UP	Triggers the release of the message button	Shared Cockpit
KEY_GPS_FLIGHTPLAN_BUTTON	GPS_FLIGHTPLAN_BUTTON	Displays the programmed flightplan.	Shared Cockpit
KEY_GPS_TERRAIN_BUTTON	GPS_TERRAIN_BUTTON	Displays terrain information on default display	Shared Cockpit
KEY_GPS_PROCEDURE_BUTTON	GPS_PROCEDURE_BUTTON	Displays the approach procedure page.	Shared Cockpit
KEY_GPS_ZOOMIN_BUTTON	GPS_ZOOMIN_BUTTON	Zooms in default display	Shared Cockpit
KEY_GPS_ZOOMOUT_BUTTON	GPS_ZOOMOUT_BUTTON	Zooms out default display	Shared Cockpit
KEY_GPS_DIRECTTO_BUTTON	GPS_DIRECTTO_BUTTON	"Brings up the ""Direct To"" page"	Shared Cockpit
KEY_GPS_MENU_BUTTON	GPS_MENU_BUTTON	Brings up page to select active legs in a flightplan.	Shared Cockpit
KEY_GPS_CLEAR_BUTTON	GPS_CLEAR_BUTTON	Clears entered data on a page	Shared Cockpit
KEY_GPS_CLEAR_ALL_BUTTON	GPS_CLEAR_ALL_BUTTON	Clears all data immediately	Shared Cockpit
KEY_GPS_CLEAR_BUTTON_DOWN	GPS_CLEAR_BUTTON_DOWN	Triggers the pressing of the Clear button	Shared Cockpit
KEY_GPS_CLEAR_BUTTON_UP	GPS_CLEAR_BUTTON_UP	Triggers the release of the Clear button.	Shared Cockpit
KEY_GPS_ENTER_BUTTON	GPS_ENTER_BUTTON	Approves entered data.	Shared Cockpit
KEY_GPS_CURSOR_BUTTON	GPS_CURSOR_BUTTON	Selects GPS cursor	Shared Cockpit
KEY_GPS_GROUP_KNOB_INC	GPS_GROUP_KNOB_INC	Increments cursor	Shared Cockpit
KEY_GPS_GROUP_KNOB_DEC	GPS_GROUP_KNOB_DEC	Decrements cursor	Shared Cockpit
KEY_GPS_PAGE_KNOB_INC	GPS_PAGE_KNOB_INC	Increments through pages	Shared Cockpit
KEY_GPS_PAGE_KNOB_DEC	GPS_PAGE_KNOB_DEC	Decrements through pages	Shared Cockpit
KEY_DME_SELECT	DME_SELECT	Selects one of the two DME systems (1,2).	Shared Cockpit
KEY_RADIO_SELECTED_DME_IDENT_ENABLE	RADIO_SELECTED_DME_IDENT_ENABLE	Turns on the identification sound for the selected DME.	Shared Cockpit
KEY_RADIO_SELECTED_DME_IDENT_DISABLE	RADIO_SELECTED_DME_IDENT_DISABLE	Turns off the identification sound for the selected DME.	Shared Cockpit
KEY_RADIO_SELECTED_DME_IDENT_SET	RADIO_SELECTED_DME_IDENT_SET	Sets the DME identification sound to the given filename.	Shared Cockpit
KEY_RADIO_SELECTED_DME_IDENT_TOGGLE	RADIO_SELECTED_DME_IDENT_TOGGLE	Turns on or off the identification sound for the selected DME.	Shared Cockpit
Event ID	String Name	Description	Multiplayer
KEY_EGT	EGT	Selects EGT bug for +/-	Shared Cockpit
KEY_EGT_INC	EGT_INC	Increments EGT bugs	Shared Cockpit
KEY_EGT_DEC	EGT_DEC	Decrements EGT bugs	Shared Cockpit
KEY_EGT_SET	EGT_SET	Sets EGT bugs (0 to 32767)	Shared Cockpit
KEY_BAROMETRIC	BAROMETRIC	Syncs altimeter setting to sea level pressure, or 29.92 if above 18000 feet	Shared Cockpit
KEY_GYRO_DRIFT_INC	GYRO_DRIFT_INC	Increments heading indicator	Shared Cockpit
KEY_GYRO_DRIFT_DEC	GYRO_DRIFT_DEC	Decrements heading indicator	Shared Cockpit
KEY_KOHLSMAN_INC	KOHLSMAN_INC	Increments altimeter setting	Shared Cockpit
KEY_KOHLSMAN_DEC	KOHLSMAN_DEC	Decrements altimeter setting	Shared Cockpit
KEY_KOHLSMAN_SET	KOHLSMAN_SET	Sets altimeter setting (Millibars * 16)	Shared Cockpit
KEY_TRUE_AIRSPEED_CALIBRATE_INC	TRUE_AIRSPEED_CAL_INC	Increments airspeed indicators true airspeed reference card	Shared Cockpit
KEY_TRUE_AIRSPEED_CALIBRATE_DEC	TRUE_AIRSPEED_CAL_DEC	Decrements airspeed indicators true airspeed reference card	Shared Cockpit
KEY_TRUE_AIRSPEED_CAL_SET	TRUE_AIRSPEED_CAL_SET	Sets airspeed indicators true airspeed reference card (degrees, where 0 is standard sea level conditions)	Shared Cockpit
KEY_EGT1_INC	EGT1_INC	Increments EGT bug 1	Shared Cockpit
KEY_EGT1_DEC	EGT1_DEC	Decrements EGT bug 1	Shared Cockpit
KEY_EGT1_SET	EGT1_SET	Sets EGT bug 1 (0 to 32767)	Shared Cockpit
KEY_EGT2_INC	EGT2_INC	Increments EGT bug 2	Shared Cockpit
KEY_EGT2_DEC	EGT2_DEC	Decrements EGT bug 2	Shared Cockpit
KEY_EGT2_SET	EGT2_SET	Sets EGT bug 2 (0 to 32767)	Shared Cockpit
KEY_EGT3_INC	EGT3_INC	Increments EGT bug 3	Shared Cockpit
KEY_EGT3_DEC	EGT3_DEC	Decrements EGT bug 3	Shared Cockpit
KEY_EGT3_SET	EGT3_SET	Sets EGT bug 3 (0 to 32767)	Shared Cockpit
KEY_EGT4_INC	EGT4_INC	Increments EGT bug 4	Shared Cockpit
KEY_EGT4_DEC	EGT4_DEC	Decrements EGT bug 4	Shared Cockpit
KEY_EGT4_SET	EGT4_SET	Sets EGT bug 4 (0 to 32767)	Shared Cockpit
KEY_ATTITUDE_BARS_POSITION_INC	ATTITUDE_BARS_POSITION_UP	Increments attitude indicator pitch reference bars	Shared Cockpit
KEY_ATTITUDE_BARS_POSITION_DEC	ATTITUDE_BARS_POSITION_DOWN	Decrements attitude indicator pitch reference bars	Shared Cockpit
KEY_TOGGLE_ATTITUDE_CAGE	ATTITUDE_CAGE_BUTTON	Cages attitude indicator at 0 pitch and bank	Shared Cockpit
KEY_RESET_G_FORCE_INDICATOR	RESET_G_FORCE_INDICATOR	Resets max/min indicated G force to 1.0.	Shared Cockpit
KEY_RESET_MAX_RPM_INDICATOR	RESET_MAX_RPM_INDICATOR	Reset max indicated engine rpm to 0.	Shared Cockpit
KEY_HEADING_GYRO_SET	HEADING_GYRO_SET	Sets heading indicator to 0 drift error.	Shared Cockpit
KEY_GYRO_DRIFT_SET	GYRO_DRIFT_SET	Sets heading indicator drift angle (degrees).	Shared Cockpit
Event ID	String Name	Description	Multiplayer
KEY_STROBES_TOGGLE	STROBES_TOGGLE	Toggle strobe lights	All aircraft
KEY_ALL_LIGHTS_TOGGLE	ALL_LIGHTS_TOGGLE	Toggle all lights	Shared Cockpit
KEY_PANEL_LIGHTS_TOGGLE	PANEL_LIGHTS_TOGGLE	Toggle panel lights	All aircraft
KEY_LANDING_LIGHTS_TOGGLE	LANDING_LIGHTS_TOGGLE	Toggle landing lights	All aircraft
KEY_LANDING_LIGHT_UP	LANDING_LIGHT_UP	Rotate landing light up	Shared Cockpit
KEY_LANDING_LIGHT_DOWN	LANDING_LIGHT_DOWN	Rotate landing light down	Shared Cockpit
KEY_LANDING_LIGHT_LEFT	LANDING_LIGHT_LEFT	Rotate landing light left	Shared Cockpit
KEY_LANDING_LIGHT_RIGHT	LANDING_LIGHT_RIGHT	Rotate landing light right	Shared Cockpit
KEY_LANDING_LIGHT_HOME	LANDING_LIGHT_HOME	Return landing light to default position	Shared Cockpit
KEY_STROBES_ON	STROBES_ON	Turn strobe lights on	All aircraft
KEY_STROBES_OFF	STROBES_OFF	Turn strobe light off	All aircraft
KEY_STROBES_SET	STROBES_SET	Set strobe lights on/off (1,0)	All aircraft
KEY_PANEL_LIGHTS_ON	PANEL_LIGHTS_ON	Turn panel lights on	All aircraft
KEY_PANEL_LIGHTS_OFF	PANEL_LIGHTS_OFF	Turn panel lights off	All aircraft
KEY_PANEL_LIGHTS_SET	PANEL_LIGHTS_SET	Set panel lights on/off (1,0)	All aircraft
KEY_LANDING_LIGHTS_ON	LANDING_LIGHTS_ON	Turn landing lights on	All aircraft
KEY_LANDING_LIGHTS_OFF	LANDING_LIGHTS_OFF	Turn landing lights off	All aircraft
KEY_LANDING_LIGHTS_SET	LANDING_LIGHTS_SET	Set landing lights on/off (1,0)	All aircraft
KEY_TOGGLE_BEACON_LIGHTS	TOGGLE_BEACON_LIGHTS	Toggle beacon lights	All aircraft
KEY_TOGGLE_TAXI_LIGHTS	TOGGLE_TAXI_LIGHTS	Toggle taxi lights	All aircraft
KEY_TOGGLE_LOGO_LIGHTS	TOGGLE_LOGO_LIGHTS	Toggle logo lights	All aircraft
KEY_TOGGLE_RECOGNITION_LIGHTS	TOGGLE_RECOGNITION_LIGHTS	Toggle recognition lights	All aircraft
KEY_TOGGLE_WING_LIGHTS	TOGGLE_WING_LIGHTS	Toggle wing lights	All aircraft
KEY_TOGGLE_NAV_LIGHTS	TOGGLE_NAV_LIGHTS	Toggle navigation lights	All aircraft
KEY_TOGGLE_CABIN_LIGHTS	TOGGLE_CABIN_LIGHTS	Toggle cockpit/cabin lights	All aircraft
Event ID	String Name	Description	Multiplayer
KEY_TOGGLE_VACUUM_FAILURE	TOGGLE_VACUUM_FAILURE	Toggle vacuum system failure	Shared Cockpit
KEY_TOGGLE_ELECTRICAL_FAILURE	TOGGLE_ELECTRICAL_FAILURE	Toggle electrical system failure	Shared Cockpit
KEY_TOGGLE_PITOT_BLOCKAGE	TOGGLE_PITOT_BLOCKAGE	Toggles blocked pitot tube	Shared Cockpit
KEY_TOGGLE_STATIC_PORT_BLOCKAGE	TOGGLE_STATIC_PORT_BLOCKAGE	Toggles blocked static port	Shared Cockpit
KEY_TOGGLE_HYDRAULIC_FAILURE	TOGGLE_HYDRAULIC_FAILURE	Toggles hydraulic system failure	Shared Cockpit
KEY_TOGGLE_TOTAL_BRAKE_FAILURE	TOGGLE_TOTAL_BRAKE_FAILURE	Toggles brake failure (both)	Shared Cockpit
KEY_TOGGLE_LEFT_BRAKE_FAILURE	TOGGLE_LEFT_BRAKE_FAILURE	Toggles left brake failure	Shared Cockpit
KEY_TOGGLE_RIGHT_BRAKE_FAILURE	TOGGLE_RIGHT_BRAKE_FAILURE	Toggles right brake failure	Shared Cockpit
KEY_TOGGLE_ENGINE1_FAILURE	TOGGLE_ENGINE1_FAILURE	Toggle engine 1 failure	Shared Cockpit
KEY_TOGGLE_ENGINE2_FAILURE	TOGGLE_ENGINE2_FAILURE	Toggle engine 2 failure	Shared Cockpit
KEY_TOGGLE_ENGINE3_FAILURE	TOGGLE_ENGINE3_FAILURE	Toggle engine 3 failure	Shared Cockpit
KEY_TOGGLE_ENGINE4_FAILURE	TOGGLE_ENGINE4_FAILURE	Toggle engine 4 failure	Shared Cockpit
Event ID	String Name	Description	Multiplayer
KEY_SMOKE_TOGGLE	SMOKE_TOGGLE	Toggle smoke system switch	All aircraft
KEY_GEAR_TOGGLE	GEAR_TOGGLE	Toggle gear handle	All aircraft
KEY_BRAKES	BRAKES	Increment brake pressure	Shared Cockpit
KEY_GEAR_SET	GEAR_SET	Sets gear handle position up/down (0,1)	All aircraft
KEY_BRAKES_LEFT	BRAKES_LEFT	Increments left brake pressure	Shared Cockpit
KEY_BRAKES_RIGHT	BRAKES_RIGHT	Increments right brake pressure	Shared Cockpit
KEY_PARKING_BRAKES	PARKING_BRAKES	Toggles parking brake on/off	Shared Cockpit
KEY_GEAR_PUMP	GEAR_PUMP	Increments emergency gear extension	Shared Cockpit
KEY_PITOT_HEAT_TOGGLE	PITOT_HEAT_TOGGLE	Toggles pitot heat switch	All aircraft
KEY_SMOKE_ON	SMOKE_ON	Turns smoke system on	All aircraft
KEY_SMOKE_OFF	SMOKE_OFF	Turns smoke system off	All aircraft
KEY_SMOKE_SET	SMOKE_SET	Sets smoke system on/off (1,0)	All aircraft
KEY_PITOT_HEAT_ON	PITOT_HEAT_ON	Turns pitot heat switch on	Shared Cockpit
KEY_PITOT_HEAT_OFF	PITOT_HEAT_OFF	Turns pitot heat switch off	Shared Cockpit
KEY_PITOT_HEAT_SET	PITOT_HEAT_SET	Sets pitot heat switch on/off (1,0)	Shared Cockpit
KEY_GEAR_UP	GEAR_UP	Sets gear handle in UP position	All aircraft
KEY_GEAR_DOWN	GEAR_DOWN	Sets gear handle in DOWN position	All aircraft
